Cust_ID,Cust_Type,Tax_ID,FirstName,LastName,MiddleName,BirthDate,Primary_Citizenship,CountryRes,EmployerName,EmployStatus,MaritalStatus,Occupation,OrgName,EmployeeIND,CustomerStatus,Address1,Address2,Address3,City,State,Zipcode,Country
282,Individual,35-4926692,Farris,Ridings,Pepillo,1978-10-01,US,US,Romaguera Inc,Employed,Single,Registered Nurse,,Customer,Active,30 Pepper Wood Way,,,Virginia Beach,VA,23464,US
283,Individual,92-8547641,Free,Lorenzetti,Maxi,1932-02-27,US,US,"Bednar, Jenkins and Casper",Employed,Widow,Legal Assistant,,Customer,Active,510 Di Loreto Drive,,,Fullerton,CA,92640,US
284,Individual,03-2711924,Weber,Wiltshaw,Gerianna,1935-02-09,US,US,McKenzie Inc,Employed,Single,Physical Therapy Assistant,,Customer,Closed,6 Anniversary Terrace,,,Rockford,IL,61110,US
285,Individual,03-7883785,Leigha,Cromley,Archie,1995-12-20,US,US,Bergnaum-Lakin,Employed,Married,Senior Developer,,Customer,Active,0 Prairie Rose Junction,,,Tulsa,OK,74141,US
286,Individual,58-0571910,Alameda,Scoffins,Tyrone,1948-07-04,US,US,"Braun, Kassulke and Ruecker",Employed,Married,Software Engineer II,,Customer,Active,839 Grover Road,,,Delray Beach,FL,33448,US
287,Individual,10-6611030,Mignon,Shower,Etta,1944-02-26,US,US,Langosh-Rempel,Employed,Married,Account Executive,,Customer,Active,8469 Ramsey Avenue,,,Bradenton,FL,34205,US
288,Individual,97-9148113,Abbey,Kingswoode,Cassandry,2000-08-11,US,US,Jenkins Inc,Employed,Widow,Assistant Manager,,Customer,Active,3487 Prentice Center,,,Seattle,WA,98109,US
289,Individual,70-0925940,Danica,Habbes,Gaylene,1954-11-20,US,US,Romaguera-Wisoky,Employed,Single,Automation Specialist IV,,Employee,Active,593 Arkansas Road,,,Greensboro,NC,27499,US
290,Individual,18-1525565,Joannes,Kenwright,Phyllys,1962-06-19,US,US,"Kreiger, Mertz and Prosacco",Employed,Single,Structural Analysis Engineer,,Customer,Active,453 Bultman Road,,,Sacramento,CA,94273,US
291,Individual,67-2436446,Nick,Bermingham,Sonnnie,1963-04-09,US,US,Rau-Blick,Employed,Married,Help Desk Operator,,Customer,Closed,00 Kropf Hill,,,Bozeman,MT,59771,US
292,Individual,83-4684784,Elwira,Seater,Budd,1949-02-26,US,US,,Unemployed,Single,Office Assistant III,,Customer,Closed,8960 Summer Ridge Crossing,,,Santa Fe,NM,87592,US
293,Individual,89-6186224,Rivkah,Lanham,Tabbie,1999-07-28,US,US,"Pfeffer, Prosacco and Marks",Employed,Married,Media Manager III,,Customer,Active,58021 Namekagon Circle,,,Glendale,AZ,85305,US
294,Individual,59-6328856,Friederike,Coultous,Flss,1950-04-24,US,US,Orn LLC,Employed,Single,Sales Representative,,Customer,Active,748 Gale Junction,,,Inglewood,CA,90398,US
295,Individual,41-8980417,Corrie,Brouwer,Kingston,1941-12-22,US,US,Upton-Hessel,Employed,Widow,Nurse,,Customer,Closed,37176 East Circle,,,Elmira,NY,14905,US
296,Individual,67-4504077,Bianca,World,Eva,1936-08-10,US,US,"Hagenes, Hermiston and Hettinger",Employed,Widow,Clinical Specialist,,Customer,Active,9 Waubesa Plaza,,,Port Charlotte,FL,33954,US
297,Individual,02-2091832,Durand,Dennitts,Hillyer,1932-05-13,US,US,"Runte, Thiel and Schroeder",Employed,Widow,VP Accounting,,Customer,Closed,8 Carey Circle,,,Seattle,WA,98121,US
298,Individual,82-3338483,Felix,Clevely,Joe,1995-04-14,US,US,"Kassulke, Gulgowski and Bogisich",Employed,Widow,Dental Hygienist,,Customer,Closed,40773 Iowa Pass,,,Alexandria,LA,71307,US
299,Individual,88-6634290,Bibbie,Hantusch,Fifi,1991-12-28,US,US,Kovacek-Vandervort,Employed,Widow,Professor,,Customer,Active,8 Eagle Crest Parkway,,,Fort Myers,FL,33913,US
300,Individual,61-1441809,Amelia,Houseman,Monti,1975-12-04,US,US,"Hammes, Stamm and Hayes",Employed,Married,Assistant Manager,,Customer,Active,1 Graedel Alley,,,Cleveland,OH,44118,US
301,Individual,44-9634146,Kylie,Hacard,Elias,1965-05-26,US,US,Welch-Shanahan,Employed,Single,Payment Adjustment Coordinator,,Customer,Closed,017 Northport Parkway,,,Longview,TX,75605,US
302,Individual,42-3807489,Urson,Towler,Arlette,1973-08-30,US,US,"Kub, Zboncak and O'Kon",Employed,Widow,Mechanical Systems Engineer,,Customer,Active,78 Manufacturers Junction,,,Cleveland,OH,44125,US
303,Individual,52-2615040,Billi,Taynton,Clio,1971-07-25,US,US,Tillman Inc,Employed,Married,Teacher,,Customer,Closed,77 Dakota Way,,,Des Moines,IA,50369,US
304,Individual,15-4770903,Agretha,Oller,Lori,1945-09-06,US,US,Jakubowski-Morar,Employed,Married,Design Engineer,,Customer,Active,362 Prairie Rose Court,,,Rochester,MN,55905,US
305,Individual,87-1977512,Donella,Dwelly,Dolph,1947-03-12,US,US,Halvorson-Morissette,Employed,Widow,Recruiter,,Customer,Closed,8870 Reindahl Park,,,Louisville,KY,40280,US
306,Individual,15-2878551,Marjy,Cowing,Bat,1931-02-13,US,US,Upton and Sons,Employed,Widow,Web Designer I,,Customer,Active,5923 Evergreen Drive,,,New Haven,CT,06505,US
307,Individual,15-4254152,Helen,Chessor,Banky,1934-09-03,US,US,,Unemployed,Married,Help Desk Operator,,Customer,Active,326 Corry Street,,,Torrance,CA,90505,US
308,Individual,67-1026852,Heidie,Uzielli,Marguerite,1953-05-18,US,US,"Ratke, Quigley and Langworth",Employed,Widow,Web Designer III,,Customer,Closed,6995 Logan Hill,,,Dallas,TX,75379,US
309,Individual,17-1155321,Barnabe,Ritchings,Dene,1978-06-11,US,US,Bergstrom-O'Hara,Employed,Married,Product Engineer,,Customer,Active,824 Butternut Center,,,Roanoke,VA,24048,US
310,Individual,47-6184987,Fonz,Browse,Tuesday,1940-11-17,US,US,Homenick-Schroeder,Employed,Single,Internal Auditor,,Customer,Active,38933 Clemons Terrace,,,Washington,DC,20226,US
311,Individual,18-6236356,Julius,Bricksey,Jacquie,1988-10-03,US,US,Yost-Kuphal,Employed,Married,VP Accounting,,Customer,Active,10 Dennis Drive,,,Philadelphia,PA,19136,US
312,Individual,72-9025039,Cullie,Cardenosa,Prissie,1990-06-03,US,US,"Feeney, Hahn and Harris",Employed,Single,Occupational Therapist,,Customer,Active,8 Vernon Circle,,,Torrance,CA,90510,US
313,Individual,56-9821760,Nikola,Henker,Alexander,1950-04-10,US,US,"Volkman, Luettgen and Gutmann",Employed,Single,Staff Accountant IV,,Customer,Active,200 Rowland Street,,,Shreveport,LA,71130,US
314,Individual,55-3027474,Gabriel,Matzkaitis,Heidie,1999-01-13,US,US,Abbott-Borer,Employed,Widow,Help Desk Technician,,Customer,Closed,85096 Rowland Circle,,,Louisville,KY,40256,US
315,Individual,78-0828886,Ashien,Rulten,Tucker,1941-04-21,US,US,Haley Inc,Employed,Married,Office Assistant III,,Customer,Closed,9620 Eliot Avenue,,,Omaha,NE,68134,US
316,Individual,59-0910683,Lockwood,Povey,Harwilll,1998-11-02,US,US,Swaniawski-Huel,Employed,Single,Senior Financial Analyst,,Customer,Active,6 Cascade Drive,,,Wichita,KS,67220,US
317,Individual,53-6067645,Early,Lindholm,Case,1934-12-16,US,US,Feil Group,Employed,Widow,Community Outreach Specialist,,Customer,Closed,1 Village Point,,,Atlanta,GA,31165,US
318,Individual,98-1505926,Vera,Gildea,Hillier,1991-08-11,US,US,"Berge, Hoeger and Price",Employed,Married,Financial Advisor,,Customer,Closed,0 Heath Park,,,New Brunswick,NJ,08922,US
319,Individual,27-4430338,Darelle,Heugel,Courtney,1957-05-15,US,US,Schulist Group,Employed,Married,Help Desk Operator,,Customer,Closed,930 Kropf Pass,,,Detroit,MI,48258,US
320,Individual,83-9576341,Herminia,Wardroper,Dione,1972-06-07,US,US,,Unemployed,Widow,Assistant Manager,,Employee,Closed,87219 Anderson Circle,,,El Paso,TX,79928,US
321,Individual,37-2864141,Christean,Peddersen,Adorne,1991-08-07,US,US,"Jaskolski, Hickle and Quitzon",Employed,Single,Account Representative I,,Customer,Active,207 Ramsey Point,,,Lubbock,TX,79415,US
322,Individual,81-4886498,Zelma,Sellars,Corene,1954-03-07,US,US,Osinski Group,Employed,Single,Accountant II,,Customer,Closed,7754 Crowley Circle,,,New York City,NY,10009,US
323,Individual,50-4173054,My,Faircliff,Lars,1993-03-15,US,US,Schroeder LLC,Employed,Married,Staff Accountant IV,,Employee,Closed,5513 Oak Hill,,,Rochester,NY,14646,US
324,Individual,82-6959216,Berny,Ramalho,Bea,1982-12-27,US,US,Sporer LLC,Employed,Widow,Senior Editor,,Customer,Closed,43038 Burning Wood Drive,,,Indianapolis,IN,46295,US
325,Individual,90-6574699,Lorita,Ivic,Martie,1981-09-03,US,US,,Unemployed,Widow,Internal Auditor,,Employee,Closed,14545 Shelley Parkway,,,El Paso,TX,79984,US
326,Individual,76-1403776,Dewain,Pieters,Corrianne,1933-09-30,US,US,Balistreri Inc,Employed,Single,Dental Hygienist,,Customer,Active,7 2nd Terrace,,,Philadelphia,PA,19151,US
327,Individual,24-9121008,Arlena,Kaasman,Flory,1985-07-27,US,US,Kihn-Swaniawski,Employed,Widow,Research Nurse,,Customer,Active,87 Schiller Plaza,,,Jersey City,NJ,07305,US
328,Individual,18-3326418,Omar,Carleman,Pernell,1950-04-13,US,US,Predovic Group,Employed,Single,Staff Scientist,,Customer,Active,73 Bonner Drive,,,Arlington,VA,22244,US
329,Individual,79-3970410,Bessy,Clarson,Taddeo,1954-08-19,US,US,"Mueller, Streich and Volkman",Employed,Married,Help Desk Technician,,Customer,Active,49112 Eastlawn Plaza,,,Temple,TX,76505,US
330,Individual,10-9781631,Yorgos,Royans,Jacintha,1951-08-29,US,US,Feeney-Streich,Employed,Single,Paralegal,,Customer,Active,62374 Browning Avenue,,,Silver Spring,MD,20918,US
331,Individual,99-4396911,Homerus,Cavet,Jone,1930-07-23,US,US,Sipes Group,Employed,Married,Dental Hygienist,,Customer,Active,319 Mcguire Junction,,,Atlanta,GA,31190,US
332,Individual,08-5200380,Christiana,Blumson,Sheryl,1930-07-08,US,US,"Thompson, Keebler and Jerde",Employed,Widow,Account Representative I,,Customer,Closed,0 Fairview Alley,,,Reno,NV,89595,US
333,Individual,22-0228131,Julietta,Cecil,Godfrey,1937-10-03,US,US,Schulist-Schamberger,Employed,Married,Structural Analysis Engineer,,Customer,Active,47960 Russell Center,,,Lancaster,PA,17605,US
334,Individual,04-9641310,Martyn,Kensett,Riordan,1955-06-18,US,US,Zieme and Sons,Employed,Single,VP Sales,,Customer,Active,657 Bartillon Court,,,San Francisco,CA,94154,US
335,Individual,42-3087454,Eziechiele,Umpleby,Julius,1957-08-08,US,US,Farrell LLC,Employed,Widow,Civil Engineer,,Customer,Closed,48 Ruskin Trail,,,Savannah,GA,31416,US
336,Individual,56-6445333,Thomasa,Slorance,Kendricks,1931-08-24,US,US,Barton and Sons,Employed,Widow,Information Systems Manager,,Customer,Active,8 Atwood Pass,,,Charlotte,NC,28299,US
337,Individual,22-5778292,Phylis,Ruger,Arron,1953-01-17,US,US,"Huels, Blanda and Nicolas",Employed,Single,Marketing Manager,,Customer,Closed,50456 Daystar Plaza,,,Carson City,NV,89714,US
338,Individual,63-4783772,Bonni,Dance,Angel,1937-05-07,US,US,,Unemployed,Widow,Structural Analysis Engineer,,Customer,Closed,78132 Moose Way,,,Bakersfield,CA,93381,US
339,Individual,20-2005014,Carmelle,Motton,Berti,1973-01-06,US,US,Hermann LLC,Employed,Single,Sales Representative,,Customer,Active,4901 Morning Road,,,Boulder,CO,80305,US
340,Individual,60-9277435,Marshal,Haller,Hart,1964-09-05,US,US,Morissette and Sons,Employed,Married,Budget/Accounting Analyst II,,Customer,Active,0 Longview Crossing,,,Little Rock,AR,72209,US
341,Individual,17-3295377,Nolana,Kiendl,Blanch,1931-01-13,US,US,,Unemployed,Widow,Sales Representative,,Customer,Closed,4222 Melody Center,,,Colorado Springs,CO,80930,US
342,Individual,25-4013559,Abraham,Beahan,Tom,1960-08-20,US,US,Hodkiewicz-Stiedemann,Employed,Single,Administrative Assistant I,,Customer,Closed,004 Lake View Terrace,,,Spokane,WA,99252,US
343,Individual,07-8046472,Norry,O'Hagirtie,Brook,1931-02-24,US,US,"Langworth, Altenwerth and Hyatt",Employed,Widow,Web Designer IV,,Customer,Active,8539 Sachtjen Drive,,,Clearwater,FL,34620,US
344,Individual,95-9530268,Candy,Minero,Brose,1954-05-27,US,US,,Unemployed,Single,Teacher,,Customer,Closed,4 Superior Pass,,,Los Angeles,CA,90040,US
345,Individual,68-9178437,Blondelle,Del Checolo,Alric,1964-10-27,US,US,Witting LLC,Employed,Single,Marketing Manager,,Customer,Closed,9 Prairieview Court,,,Saint Paul,MN,55114,US
346,Individual,68-1755246,Lisle,Oleszkiewicz,Mable,1941-09-24,US,US,Thompson-Reilly,Employed,Widow,Teacher,,Customer,Closed,173 Dwight Parkway,,,Cincinnati,OH,45264,US
347,Individual,14-3008313,Freemon,Marty,Audra,1984-08-09,US,US,,Unemployed,Married,Registered Nurse,,Customer,Active,9447 Briar Crest Junction,,,Corona,CA,92878,US
348,Individual,25-5498874,Kinsley,Stangoe,Kerwinn,1978-04-01,US,US,"Konopelski, Thompson and Ryan",Employed,Widow,Editor,,Customer,Active,3 Rusk Lane,,,Brockton,MA,02405,US
349,Individual,02-2547356,Gwynne,Hallatt,Toma,1989-07-23,US,US,Goyette-Simonis,Employed,Single,Analog Circuit Design manager,,Customer,Closed,2633 Shopko Point,,,Naples,FL,34102,US
350,Individual,29-5249874,Kira,Glaves,Tory,1932-07-18,US,US,Aufderhar LLC,Employed,Married,Paralegal,,Customer,Closed,60 Vernon Trail,,,Honolulu,HI,96825,US
351,Individual,36-8125338,Quintilla,Gurg,Stu,1995-03-06,US,US,,Unemployed,Married,Executive Secretary,,Customer,Closed,4 Oneill Crossing,,,Chicago,IL,60686,US
352,Individual,11-7308946,Madalena,Gouldstone,Thea,1948-06-03,US,US,"Hauck, Zemlak and Braun",Employed,Married,Engineer II,,Customer,Active,62 Dorton Hill,,,Hartford,CT,06140,US
353,Individual,17-5173298,Antonia,Chatell,Artus,1966-12-13,US,US,Kunde-Eichmann,Employed,Single,Programmer IV,,Customer,Active,3 Drewry Trail,,,Cincinnati,OH,45213,US
354,Individual,12-2840368,Giacopo,Putson,Ruthe,1948-02-20,US,US,"Zemlak, Moore and Veum",Employed,Single,Associate Professor,,Customer,Closed,380 Glendale Terrace,,,San Jose,CA,95133,US
355,Individual,82-3701576,Leonelle,Livesey,Myron,1988-02-08,US,US,,Unemployed,Married,VP Accounting,,Customer,Closed,85465 Mcbride Way,,,Pasadena,CA,91186,US
356,Individual,94-0825266,Saul,Runge,Kania,1991-07-21,US,US,Torphy-Bergstrom,Employed,Widow,Pharmacist,,Customer,Closed,5602 Chinook Parkway,,,Olympia,WA,98506,US
357,Individual,76-0069076,Dana,Shurrocks,Berthe,1958-05-10,US,US,,Unemployed,Married,Payment Adjustment Coordinator,,Customer,Active,74 Memorial Plaza,,,Milwaukee,WI,53220,US
358,Individual,78-1811561,Gav,Johanning,D'arcy,1943-01-03,US,US,Medhurst-Turcotte,Employed,Widow,Senior Sales Associate,,Customer,Active,55512 Waxwing Park,,,Knoxville,TN,37931,US
359,Individual,57-7569994,Ariel,Wilmington,Patten,1977-03-07,US,US,,Unemployed,Single,Database Administrator I,,Customer,Active,502 Monica Terrace,,,Valley Forge,PA,19495,US
360,Individual,32-5202884,Curtis,Newsome,Kinnie,1987-07-15,US,US,"Weber, Goyette and Stracke",Employed,Single,Account Representative IV,,Customer,Closed,5894 Fuller Way,,,Huntington,WV,25709,US
361,Individual,85-4575813,Codi,Canon,Lorain,1968-08-12,US,US,,Unemployed,Widow,Associate Professor,,Customer,Active,3346 Hooker Hill,,,Tacoma,WA,98442,US
362,Individual,17-5437625,Earlie,Methingam,Janaye,1932-03-01,US,US,Jacobs Inc,Employed,Widow,VP Quality Control,,Customer,Closed,77809 Granby Trail,,,Atlanta,GA,31119,US
363,Individual,59-9678445,Nicolai,Mitchelmore,Darlene,1948-01-18,US,US,Walter-McLaughlin,Employed,Single,Paralegal,,Customer,Closed,703 Becker Plaza,,,Los Angeles,CA,90020,US
364,Individual,37-3414514,Foster,Parkinson,Nicky,1996-05-18,US,US,"Zemlak, Koelpin and Heidenreich",Employed,Single,Assistant Manager,,Customer,Active,209 Warner Alley,,,San Antonio,TX,78260,US
365,Individual,09-4236679,Torrie,Chastey,Melitta,1946-02-21,US,US,,Unemployed,Married,Senior Financial Analyst,,Customer,Closed,0139 Pleasure Alley,,,San Francisco,CA,94137,US
366,Individual,22-1248888,Mario,Goldstone,Arlinda,1992-06-09,US,US,"Schmitt, Prosacco and Greenholt",Employed,Widow,Geological Engineer,,Customer,Closed,469 Jenifer Plaza,,,Denver,CO,80223,US
367,Individual,17-3248415,Sybilla,Massingberd,Matthiew,1974-06-16,US,US,"Bode, Schmidt and Hermiston",Employed,Widow,Librarian,,Customer,Closed,98578 New Castle Point,,,Bowie,MD,20719,US
368,Individual,29-9539455,Tabbatha,Poetz,Damian,1978-12-23,US,US,Schinner and Sons,Employed,Widow,Payment Adjustment Coordinator,,Customer,Closed,79996 Center Crossing,,,Austin,TX,78759,US
369,Individual,57-5761047,Agna,Camel,Sara-ann,1953-02-25,US,US,Bailey Group,Employed,Single,Tax Accountant,,Customer,Closed,90 Bunker Hill Place,,,Los Angeles,CA,90025,US
370,Individual,58-7271189,Vinson,Butchard,Pryce,1964-01-29,US,US,,Unemployed,Married,Recruiter,,Customer,Closed,18 Moose Junction,,,High Point,NC,27264,US
371,Individual,98-6812169,Wenonah,Partlett,Cherie,1935-10-11,US,US,"Walter, Langosh and Ward",Employed,Single,Developer IV,,Customer,Closed,260 Express Lane,,,Las Vegas,NV,89150,US
372,Individual,09-7166379,Yoshi,Sahnow,Tanney,1944-02-07,US,US,Adams-Aufderhar,Employed,Married,Developer II,,Customer,Closed,99842 8th Court,,,Boise,ID,83716,US
373,Individual,45-3846728,Eddy,Synnott,Kerwin,1955-06-16,US,US,,Unemployed,Widow,Quality Control Specialist,,Customer,Active,9 Blackbird Trail,,,Salt Lake City,UT,84110,US
374,Individual,93-2730469,Brigitte,I'anson,Nellie,1992-06-21,US,US,Beier-Friesen,Employed,Married,Internal Auditor,,Customer,Active,48 Park Meadow Way,,,Jackson,MS,39204,US
375,Individual,37-1166355,Mona,Prophet,Carolann,1955-11-01,US,US,"Hackett, Yundt and Hoppe",Employed,Widow,Dental Hygienist,,Customer,Closed,8 Lawn Pass,,,Baltimore,MD,21275,US
376,Individual,74-9462739,Chandler,Spore,Tarrah,1939-05-14,US,US,"Hilpert, Schuster and Murazik",Employed,Single,Recruiter,,Customer,Active,80152 Maple Alley,,,Tulsa,OK,74141,US
377,Individual,77-8852997,Brett,Monard,Marcile,1953-09-20,US,US,Mohr-Thompson,Employed,Widow,Senior Quality Engineer,,Customer,Closed,8973 John Wall Trail,,,Pittsburgh,PA,15220,US
378,Individual,28-6280569,Tobey,Mertel,Eda,1995-08-24,US,US,Bahringer and Sons,Employed,Single,Nurse Practicioner,,Customer,Closed,35 Luster Street,,,Fort Wayne,IN,46805,US
379,Individual,09-9265562,Dominique,Daulton,Isacco,1932-11-08,US,US,"Hauck, Will and Osinski",Employed,Single,Staff Accountant I,,Customer,Active,47 Parkside Trail,,,Johnstown,PA,15906,US
380,Individual,10-8267292,Sharron,Jorioz,Muriel,1991-08-27,US,US,"Wisoky, Collins and Corkery",Employed,Widow,Sales Associate,,Customer,Closed,3388 Loomis Point,,,Great Neck,NY,11024,US
381,Individual,37-4678227,Jana,Goroni,Rolando,1940-04-16,US,US,,Unemployed,Widow,Executive Secretary,,Customer,Active,2 Lukken Place,,,Herndon,VA,22070,US
382,Individual,59-9061689,Marinna,Markie,Etan,1931-10-13,US,US,Lowe-Howe,Employed,Married,Assistant Professor,,Customer,Active,1596 Butterfield Road,,,San Diego,CA,92160,US
383,Individual,21-2225642,Newton,Stinchcombe,Jamey,1973-05-30,US,US,"Kemmer, Lynch and Wunsch",Employed,Single,Design Engineer,,Customer,Active,929 Sachtjen Pass,,,Carol Stream,IL,60351,US
384,Individual,99-8904679,Miner,Bayles,Othilie,1962-10-09,US,US,,Unemployed,Married,Desktop Support Technician,,Customer,Active,9 Brickson Park Avenue,,,Falls Church,VA,22047,US
385,Individual,98-8553905,Lewiss,Killingbeck,Hana,1935-12-15,US,US,Sawayn-Nicolas,Employed,Widow,Product Engineer,,Customer,Closed,5 Harbort Lane,,,Baltimore,MD,21281,US
386,Individual,16-2202684,Selig,Tweddle,Stavro,1996-08-13,US,US,Klocko Inc,Employed,Widow,Software Test Engineer I,,Customer,Active,05211 Tennyson Parkway,,,Flint,MI,48505,US
387,Individual,99-7491409,Marlene,Neylan,Marta,1937-02-21,US,US,,Unemployed,Married,Recruiter,,Customer,Active,564 Fisk Circle,,,Fort Myers,FL,33906,US
388,Individual,61-2823062,Clyve,Norcliff,Flss,1969-10-27,US,US,Crona Group,Employed,Married,Librarian,,Customer,Active,82334 Prairieview Drive,,,Philadelphia,PA,19178,US
389,Individual,36-7292851,Niki,Pimblott,Pierrette,1970-03-18,US,US,Langosh-Metz,Employed,Married,Compensation Analyst,,Customer,Active,3501 Loomis Terrace,,,Austin,TX,78759,US
390,Individual,48-6014895,Wainwright,Simpson,Basilius,1963-09-29,US,US,,Unemployed,Married,Chemical Engineer,,Customer,Active,2 Memorial Lane,,,Columbus,OH,43210,US
391,Individual,31-4450155,Egon,Spieck,Des,1951-12-07,US,US,,Unemployed,Widow,Senior Quality Engineer,,Customer,Closed,05349 Arapahoe Road,,,Spokane,WA,99252,US
392,Individual,63-9286537,Franklyn,Ulyatt,Brannon,1969-06-25,US,US,Murray LLC,Employed,Single,Librarian,,Employee,Closed,344 Mccormick Place,,,Dallas,TX,75323,US
393,Individual,36-5088945,Gilly,O'Canavan,Nathanial,1956-08-03,US,US,Gorczany-Mueller,Employed,Married,Environmental Specialist,,Customer,Active,82 Di Loreto Lane,,,Concord,CA,94522,US
394,Individual,04-9096152,Elliott,Irlam,Micheline,1957-01-08,US,US,,Unemployed,Widow,Assistant Professor,,Customer,Closed,228 Carberry Center,,,Louisville,KY,40215,US
395,Individual,27-8114835,Rafaelia,Alsina,Dania,1999-10-24,US,US,Effertz Group,Employed,Widow,Business Systems Development Analyst,,Customer,Closed,1 Glacier Hill Lane,,,Ogden,UT,84409,US
396,Individual,94-3062403,Ebony,Blacket,Tammie,1942-03-24,US,US,,Unemployed,Widow,Food Chemist,,Customer,Active,3984 Rockefeller Parkway,,,Palm Bay,FL,32909,US
397,Individual,51-0068074,Lammond,Gorler,Prisca,1932-06-04,US,US,Buckridge Group,Employed,Single,Business Systems Development Analyst,,Customer,Active,76 La Follette Park,,,Sarasota,FL,34276,US
398,Individual,71-2740238,Bianka,Vida,Guillemette,1942-09-22,US,US,Reichel-Schimmel,Employed,Married,VP Sales,,Customer,Closed,32 Dixon Trail,,,Pasadena,TX,77505,US
399,Individual,70-6267717,Clerissa,Sherrard,Michelina,1949-11-05,US,US,Cormier Inc,Employed,Married,Sales Representative,,Customer,Closed,6 Delaware Center,,,Staten Island,NY,10305,US
400,Individual,49-7629226,Layney,Kob,Johnathan,1998-08-26,US,US,Mueller-Murray,Employed,Single,Research Assistant I,,Customer,Closed,29 Chinook Court,,,Jersey City,NJ,07305,US
401,Individual,04-9393179,Brynna,Babidge,Wendi,1947-05-12,US,US,"Marquardt, Hintz and Howe",Employed,Widow,Health Coach I,,Customer,Active,1 Donald Center,,,Fredericksburg,VA,22405,US
402,Individual,72-6248286,Janel,Treweke,Isaac,1958-04-07,US,US,Macejkovic-Bednar,Employed,Single,Geological Engineer,,Customer,Closed,47610 Old Gate Road,,,New York City,NY,10029,US
403,Individual,09-6337415,Margette,Swindells,Farrell,1993-11-14,US,US,Balistreri Inc,Employed,Married,VP Quality Control,,Customer,Closed,0862 Burning Wood Way,,,San Diego,CA,92165,US
404,Individual,78-2514342,Fayina,Benford,Lanita,1972-08-22,US,US,Hand Inc,Employed,Single,Professor,,Customer,Active,6783 Ridge Oak Plaza,,,Washington,DC,20310,US
405,Individual,86-1925753,Rosy,Gamett,Sally,1969-01-20,US,US,,Unemployed,Married,Web Designer I,,Customer,Active,1 Cody Circle,,,Lakeland,FL,33805,US
406,Individual,82-9438729,Arabel,Tout,Theodora,1957-01-29,US,US,Ankunding-Cronin,Employed,Married,Database Administrator I,,Customer,Closed,0939 Badeau Junction,,,San Antonio,TX,78245,US
407,Individual,38-4238154,Lilias,Vorley,Frederica,1995-07-31,US,US,"Brakus, Osinski and Walsh",Employed,Married,Paralegal,,Customer,Active,85 Oakridge Alley,,,Dallas,TX,75246,US
408,Individual,81-1138561,Anthony,Smitton,Ofella,1979-06-10,US,US,Mertz-Sauer,Employed,Single,Programmer Analyst II,,Customer,Active,29 Pierstorff Lane,,,Las Vegas,NV,89155,US
409,Individual,74-1355675,Gerri,Gush,Candide,1962-03-10,US,US,Hayes Group,Employed,Widow,Web Developer II,,Customer,Active,5662 Jenna Street,,,Norwalk,CT,06859,US
410,Individual,45-3232305,Lurline,Waye,Jo-ann,1994-09-04,US,US,Bode-Conn,Employed,Single,Cost Accountant,,Customer,Closed,851 Steensland Way,,,Green Bay,WI,54313,US
411,Individual,82-7694000,Ilise,De'Ath,Zara,1937-09-18,US,US,,Unemployed,Single,Media Manager I,,Customer,Closed,28951 Clyde Gallagher Terrace,,,Bethesda,MD,20892,US
412,Individual,64-2330136,Nanny,Jeckells,Cosimo,1989-08-24,US,US,Keeling-Hirthe,Employed,Single,Accounting Assistant I,,Customer,Active,465 Forest Dale Court,,,Glendale,CA,91210,US
413,Individual,14-5275701,Ellis,Gudde,Berti,1958-05-19,US,US,Corwin Group,Employed,Widow,Actuary,,Customer,Closed,0 High Crossing Point,,,Colorado Springs,CO,80940,US
414,Individual,45-1820412,Jillayne,Bryant,Gregorius,1998-08-19,US,US,,Unemployed,Widow,Safety Technician I,,Customer,Closed,815 Loeprich Road,,,Baton Rouge,LA,70815,US
415,Individual,25-4570934,Victoir,Boshell,Ashbey,1968-08-04,US,US,"Murray, Zemlak and Strosin",Employed,Widow,Budget/Accounting Analyst IV,,Customer,Active,33609 Knutson Circle,,,Fort Wayne,IN,46862,US
416,Individual,45-4845525,Trefor,L'Homme,Zenia,1971-11-24,US,US,"Bernhard, Gerhold and Maggio",Employed,Single,Structural Analysis Engineer,,Customer,Active,7450 Forest Dale Pass,,,Fresno,CA,93786,US
417,Individual,13-9169137,Eloise,Saunton,Beniamino,1934-10-24,US,US,Kris-Klein,Employed,Single,Human Resources Assistant III,,Customer,Active,72 Vahlen Center,,,Kalamazoo,MI,49048,US
418,Individual,98-5833261,Royall,Goodrum,Julissa,1942-09-26,US,US,Wilderman-Hauck,Employed,Single,Chemical Engineer,,Customer,Active,051 Colorado Circle,,,Houston,TX,77040,US
419,Individual,79-7352724,Giraud,Willingam,Tan,1933-04-09,US,US,Corkery-McCullough,Employed,Single,Quality Engineer,,Customer,Active,886 Vermont Trail,,,Springfield,MA,01152,US
420,Individual,66-4786960,Allis,Varvara,Giana,1976-08-01,US,US,Morissette Group,Employed,Married,Staff Scientist,,Customer,Closed,8909 Corben Court,,,Spartanburg,SC,29319,US
421,Individual,04-2566745,Gaspard,Waple,Letizia,1985-05-22,US,US,"Streich, Predovic and Adams",Employed,Married,Quality Control Specialist,,Customer,Active,58659 Sycamore Avenue,,,Little Rock,AR,72231,US
